BioSample_s	Experiment_s	Library_Name_s	LoadDate_s	MBases_l	MBytes_l	ReleaseDate_s	Run_s	SRA_Sample_s	Sample_Name_s	ecotype_s	geo_loc_name_s	tissue_s	Assay_Type_s	AssemblyName_s	BioProject_s	BioSampleModel_s	Center_Name_s	Consent_s	InsertSize_l	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	Organism_s	Platform_s	SRA_Study_s	age_s	dev_stage_s	g1k_analysis_group_s	g1k_pop_code_s	source_s
SAMN03327288	SRX973127	9888	2015-03-30	2720	1861	2016-05-06	SRR1946444	SRS887660	9888	9888	Spain	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327289	SRX973128	9890	2015-03-30	2698	1847	2016-05-06	SRR1946445	SRS887663	9890	9890	Spain	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327290	SRX973129	9891	2015-03-30	10096	6844	2016-05-06	SRR1946446	SRS887664	9891	9891	Spain	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327291	SRX973130	9892	2015-03-30	2719	1861	2016-05-06	SRR1946447	SRS887662	9892	9892	Spain	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327292	SRX973131	9894	2015-03-30	2759	1887	2016-05-06	SRR1946448	SRS887659	9894	9894	Spain	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327293	SRX973132	9895	2015-03-30	3867	2677	2016-05-06	SRR1946449	SRS887656	9895	9895	Spain	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327294	SRX973133	9897	2015-03-30	2698	1852	2016-05-06	SRR1946450	SRS887655	9897	9897	Spain	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327295	SRX973134	9898	2015-03-30	3486	2400	2016-05-06	SRR1946451	SRS887657	9898	9898	Spain	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327296	SRX973135	9899	2015-03-30	2674	1846	2016-05-06	SRR1946452	SRS887658	9899	9899	Spain	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327298	SRX973137	9901	2015-03-30	3651	2507	2016-05-06	SRR1946454	SRS887654	9901	9901	Spain	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327299	SRX973138	9902	2015-03-30	4124	2851	2016-05-06	SRR1946455	SRS887650	9902	9902	Spain	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327303	SRX973142	9906	2015-03-30	2240	1302	2016-05-06	SRR1946459	SRS887651	9906	9906	Spain	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327304	SRX973143	9908	2015-03-30	2704	1743	2016-05-06	SRR1946460	SRS887653	9908	9908	France	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327305	SRX973144	9909	2015-03-30	1783	1162	2016-05-06	SRR1946461	SRS887652	9909	9909	France	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327306	SRX973145	9910	2015-03-30	3088	1985	2016-05-06	SRR1946462	SRS887649	9910	9910	France	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327307	SRX973146	9911	2015-03-30	4949	3220	2016-05-06	SRR1946463	SRS887648	9911	9911	France	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327308	SRX973147	9912	2015-03-30	2656	1705	2016-05-06	SRR1946464	SRS887646	9912	9912	France	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327309	SRX973148	9914	2015-03-30	3334	2174	2016-05-06	SRR1946465	SRS887645	9914	9914	France	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327310	SRX973149	9915	2015-03-30	2381	1469	2016-05-06	SRR1946466	SRS887647	9915	9915	France	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327311	SRX973150	9917	2015-03-30	3452	2218	2016-05-06	SRR1946467	SRS887642	9917	9917	France	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327312	SRX973151	9918	2015-03-30	2146	1380	2016-05-06	SRR1946468	SRS887643	9918	9918	France	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327313	SRX973152	9920	2015-03-30	4067	2644	2016-05-06	SRR1946469	SRS887644	9920	9920	France	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327314	SRX973153	9921	2015-03-30	2481	1600	2016-05-06	SRR1946470	SRS887641	9921	9921	France	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327315	SRX973154	9924	2015-03-30	2754	1700	2016-05-06	SRR1946471	SRS887638	9924	9924	France	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327316	SRX973155	9925	2015-03-30	2675	1709	2016-05-06	SRR1946472	SRS887639	9925	9925	France	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327317	SRX973156	9926	2015-03-30	2831	1847	2016-05-06	SRR1946473	SRS887640	9926	9926	France	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327318	SRX973157	9927	2015-03-30	2840	1840	2016-05-06	SRR1946474	SRS887637	9927	9927	France	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327319	SRX973158	9928	2015-03-30	3140	2014	2016-05-06	SRR1946475	SRS887636	9928	9928	France	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327320	SRX973159	9929	2015-03-30	2688	1661	2016-05-06	SRR1946476	SRS887633	9929	9929	France	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327321	SRX973160	9930	2015-03-30	2245	1380	2016-05-06	SRR1946477	SRS887634	9930	9930	France	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327322	SRX973161	9932	2015-03-30	1757	1090	2016-05-06	SRR1946478	SRS887635	9932	9932	France	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327323	SRX973162	9933	2015-03-30	3616	2331	2016-05-06	SRR1946479	SRS887632	9933	9933	France	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327324	SRX973163	9935	2015-03-30	2335	1518	2016-05-06	SRR1946480	SRS887629	9935	9935	France	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327326	SRX973165	9938	2015-03-30	2985	1920	2016-05-06	SRR1946482	SRS887631	9938	9938	France	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327327	SRX973166	9939	2015-03-31	2629	2303	2016-05-06	SRR1946483	SRS887630	9939	9939	Morocco	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327328	SRX973167	9941	2015-03-31	929	731	2016-05-06	SRR1946484	SRS887628	9941	9941	Portugal	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327329	SRX973168	9942	2015-03-31	2898	1962	2016-05-06	SRR1946485	SRS887627	9942	9942	Spain	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327330	SRX973169	9943	2015-03-31	3224	2843	2016-05-06	SRR1946486	SRS887626	9943	9943	Spain	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327331	SRX973170	9944	2015-03-31	2986	2113	2016-05-06	SRR1946487	SRS887625	9944	9944	Spain	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327332	SRX973171	9945	2015-03-31	853	771	2016-05-06	SRR1946488	SRS887623	9945	9945	Spain	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327333	SRX973172	9946	2015-03-31	1028	952	2016-05-06	SRR1946489	SRS887624	9946	9946	Spain	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327334	SRX973173	9947	2015-03-31	1344	1204	2016-05-06	SRR1946490	SRS887620	9947	9947	Spain	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327335	SRX973174	9948	2015-03-31	3016	2560	2016-05-06	SRR1946491	SRS887622	9948	9948	Spain	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327336	SRX973175	9949	2015-03-31	1408	827	2016-05-06	SRR1946492	SRS887618	9949	9949	Spain	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327337	SRX973176	9950	2015-03-31	2897	2588	2016-05-06	SRR1946493	SRS887619	9950	9950	Spain	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327338	SRX973177	9951	2015-03-31	1691	1471	2016-05-06	SRR1946494	SRS887621	9951	9951	Russia	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327339	SRX973178	9952	2015-03-31	929	827	2016-05-06	SRR1946495	SRS887614	9952	9952	Russia	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327340	SRX973179	9953	2015-03-31	3373	3067	2016-05-06	SRR1946496	SRS887613	9953	9953	Russia	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327341	SRX973180	9955	2015-03-31	925	822	2016-05-06	SRR1946497	SRS887617	9955	9955	Russia	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327345	SRX973184	9959	2015-03-31	1048	964	2016-05-06	SRR1946501	SRS887615	9959	9959	Russia	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327346	SRX973185	9960	2015-03-31	983	898	2016-05-06	SRR1946502	SRS887612	9960	9960	Russia	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327347	SRX973186	9962	2015-03-31	990	871	2016-05-06	SRR1946503	SRS887616	9962	9962	Italy	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327348	SRX973187	9963	2015-03-31	1021	937	2016-05-06	SRR1946504	SRS887611	9963	9963	Italy	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327350	SRX973189	9965	2015-03-31	3282	2969	2016-05-06	SRR1946506	SRS887610	9965	9965	Italy	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327351	SRX973190	9966	2015-03-31	1010	924	2016-05-06	SRR1946507	SRS887608	9966	9966	Italy	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327352	SRX973191	9968	2015-03-31	986	874	2016-05-06	SRR1946508	SRS887609	9968	9968	Italy	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327353	SRX973192	9969	2015-03-31	942	829	2016-05-06	SRR1946509	SRS887606	9969	9969	Italy	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327354	SRX973193	9970	2015-03-31	1680	1195	2016-05-06	SRR1946510	SRS887605	9970	9970	Italy	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327355	SRX973194	9971	2015-03-31	2871	2506	2016-05-06	SRR1946511	SRS887607	9971	9971	Italy	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327356	SRX973195	9972	2015-03-31	853	758	2016-05-06	SRR1946512	SRS887604	9972	9972	Italy	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327359	SRX973198	9975	2015-03-31	2898	2478	2016-05-06	SRR1946515	SRS887603	9975	9975	Italy	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327403	SRX973242	14318	2015-03-30	5772	4053	2016-05-06	SRR1946559	SRS887557	14318	14318	Russia	not applicable	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327404	SRX973243	14319	2015-03-30	11205	7870	2016-05-06	SRR1946560	SRS887558	14319	14319	Russia	not applicable	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327405	SRX973244	15560	2015-03-30	8708	5892	2016-05-06	SRR1946561	SRS887546	15560	15560	Russia	not applicable	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327406	SRX973245	15591	2015-03-30	12842	8762	2016-05-06	SRR1946562	SRS887556	15591	15591	Austria	not applicable	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327407	SRX973246	15592	2015-03-30	14293	9912	2016-05-06	SRR1946563	SRS887555	15592	15592	Austria	not applicable	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327408	SRX973247	15593	2015-03-30	13755	9448	2016-05-06	SRR1946564	SRS887553	15593	15593	Austria	not applicable	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327409	SRX973248	18694	2015-03-30	8695	5942	2016-05-06	SRR1946565	SRS887554	18694	18694	Russia	not applicable	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327410	SRX973249	18696	2015-03-30	7412	5051	2016-05-06	SRR1946566	SRS887547	18696	18696	Russia	not applicable	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327411	SRX973250	19949	2015-03-30	13411	10136	2016-05-06	SRR1946567	SRS887549	19949	19949	Austria	not applicable	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327412	SRX973251	19950	2015-03-30	10731	8054	2016-05-06	SRR1946568	SRS887548	19950	19950	Austria	not applicable	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03327413	SRX973252	19951	2015-03-30	11983	9029	2016-05-06	SRR1946569	SRS887552	19951	19951	Austria	not applicable	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326384	SRX972223	2286	2015-03-31	8557	6325	2016-05-06	SRR1945540	SRS888218	2286	2286	USA	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326385	SRX972224	2317	2015-03-30	3287	2201	2016-05-06	SRR1945541	SRS888216	2317	2317	USA	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326386	SRX972225	2370	2015-03-31	6329	4343	2016-05-06	SRR1945542	SRS888217	2370	2370	USA	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326387	SRX972226	2412	2015-03-31	6401	4186	2016-05-06	SRR1945543	SRS888214	2412	2412	USA	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326388	SRX972227	4779	2015-03-30	3368	2146	2016-05-06	SRR1945544	SRS888215	4779	4779	United Kingdom	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326389	SRX972228	4807	2015-03-30	2890	1819	2016-05-06	SRR1945545	SRS888213	4807	4807	United Kingdom	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326390	SRX972229	4826	2015-03-30	1962	1229	2016-05-06	SRR1945546	SRS888212	4826	4826	United Kingdom	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326391	SRX972230	4840	2015-03-31	8366	6049	2016-05-06	SRR1945547	SRS888211	4840	4840	United Kingdom	leaf/rosette	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
