BioSample_s	Experiment_s	Library_Name_s	LoadDate_s	MBases_l	MBytes_l	ReleaseDate_s	Run_s	SRA_Sample_s	Sample_Name_s	ecotype_s	geo_loc_name_s	tissue_s	Assay_Type_s	AssemblyName_s	BioProject_s	BioSampleModel_s	Center_Name_s	Consent_s	InsertSize_l	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	Organism_s	Platform_s	SRA_Study_s	age_s	dev_stage_s	g1k_analysis_group_s	g1k_pop_code_s	source_s
SAMN03326817	SRX972656	8238	2015-03-30	5430	3763	2016-05-06	SRR1945973	SRS887455	8238	8238	United Kingdom	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326818	SRX972657	8239	2015-03-30	1795	1205	2016-05-06	SRR1945974	SRS887456	8239	8239	Germany	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326819	SRX972658	8240	2015-03-30	3688	1657	2016-05-06	SRR1945975	SRS887452	8240	8240	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326820	SRX972659	8241	2015-03-30	4546	2804	2016-05-06	SRR1945976	SRS887451	8241	8241	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326821	SRX972660	8242	2015-03-30	5108	2407	2016-05-06	SRR1945977	SRS887450	8242	8242	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326822	SRX972661	8243	2015-03-30	3600	2474	2016-05-06	SRR1945978	SRS887453	8243	8243	Italy	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326823	SRX972662	8244	2015-03-30	5275	3603	2016-05-06	SRR1945979	SRS887448	8244	8244	France	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326824	SRX972663	8246	2015-03-30	5328	3637	2016-05-06	SRR1945980	SRS887449	8246	8246	USA	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326906	SRX972745	9352	2015-03-30	6886	4298	2016-05-06	SRR1946062	SRS887366	9352	9352	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326907	SRX972746	9353	2015-03-30	7173	5731	2016-05-06	SRR1946063	SRS887365	9353	9353	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326908	SRX972747	9363	2015-03-30	4148	3526	2016-05-06	SRR1946064	SRS887364	9363	9363	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326909	SRX972748	9369	2015-03-30	5488	4636	2016-05-06	SRR1946065	SRS887362	9369	9369	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326910	SRX972749	9370	2015-03-30	4112	2404	2016-05-06	SRR1946066	SRS887363	9370	9370	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326911	SRX972750	9371	2015-03-30	6215	4026	2016-05-06	SRR1946067	SRS887361	9371	9371	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326912	SRX972751	9380	2015-03-30	10052	8214	2016-05-06	SRR1946068	SRS887360	9380	9380	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326913	SRX972752	9381	2015-03-30	4378	3110	2016-05-06	SRR1946069	SRS887359	9381	9381	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326914	SRX972753	9382	2015-03-30	4932	3412	2016-05-06	SRR1946070	SRS887358	9382	9382	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326915	SRX972754	9383	2015-03-30	6876	5802	2016-05-06	SRR1946071	SRS887357	9383	9383	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326916	SRX972755	9386	2015-03-30	6176	4069	2016-05-06	SRR1946072	SRS887356	9386	9386	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326917	SRX972756	9388	2015-03-30	5915	3757	2016-05-06	SRR1946073	SRS887355	9388	9388	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326918	SRX972757	9390	2015-03-30	4525	2793	2016-05-06	SRR1946074	SRS887354	9390	9390	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326919	SRX972758	9391	2015-03-30	14234	8801	2016-05-06	SRR1946075	SRS887353	9391	9391	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326920	SRX972759	9392	2015-03-30	7599	6216	2016-05-06	SRR1946076	SRS887352	9392	9392	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326921	SRX972760	9394	2015-03-30	5451	3363	2016-05-06	SRR1946077	SRS887350	9394	9394	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326922	SRX972761	9395	2015-03-30	1297	593	2016-05-06	SRR1946078	SRS887351	9395	9395	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326923	SRX972762	9399	2015-03-30	5781	3503	2016-05-06	SRR1946079	SRS887349	9399	9399	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326924	SRX972763	9402	2015-03-30	5053	3270	2016-05-06	SRR1946080	SRS887348	9402	9402	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326925	SRX972764	9404	2015-03-30	15919	9869	2016-05-06	SRR1946081	SRS887347	9404	9404	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326926	SRX972765	9405	2015-03-30	4838	2820	2016-05-06	SRR1946082	SRS887346	9405	9405	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326927	SRX972766	9407	2015-03-30	2088	1057	2016-05-06	SRR1946083	SRS887345	9407	9407	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326928	SRX972767	9408	2015-03-30	2918	1566	2016-05-06	SRR1946084	SRS887344	9408	9408	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326929	SRX972768	9409	2015-03-30	4612	2534	2016-05-06	SRR1946085	SRS887343	9409	9409	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326930	SRX972769	9412	2015-03-30	4440	2686	2016-05-06	SRR1946086	SRS887342	9412	9412	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326931	SRX972770	9413	2015-03-30	8167	6509	2016-05-06	SRR1946087	SRS887340	9413	9413	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326932	SRX972771	9416	2015-03-30	3986	2212	2016-05-06	SRR1946088	SRS887341	9416	9416	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326933	SRX972772	9421	2015-03-30	4631	2826	2016-05-06	SRR1946089	SRS887339	9421	9421	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326934	SRX972773	9427	2015-03-30	5967	3912	2016-05-06	SRR1946090	SRS887338	9427	9427	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326935	SRX972774	9433	2015-03-30	5516	3497	2016-05-06	SRR1946091	SRS887337	9433	9433	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326936	SRX972775	9436	2015-03-30	4990	4005	2016-05-06	SRR1946092	SRS887336	9436	9436	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326937	SRX972776	9437	2015-03-30	5625	3537	2016-05-06	SRR1946093	SRS887335	9437	9437	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326938	SRX972777	9442	2015-03-30	10453	5944	2016-05-06	SRR1946094	SRS887334	9442	9442	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326939	SRX972778	9450	2015-03-30	1615	971	2016-05-06	SRR1946095	SRS887333	9450	9450	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326940	SRX972779	9451	2015-03-30	4737	2847	2016-05-06	SRR1946096	SRS887332	9451	9451	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326941	SRX972780	9452	2015-03-30	3240	1756	2016-05-06	SRR1946097	SRS887331	9452	9452	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326942	SRX972781	9453	2015-03-30	15783	9979	2016-05-06	SRR1946098	SRS887329	9453	9453	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326943	SRX972782	9454	2015-03-30	5931	3633	2016-05-06	SRR1946099	SRS887328	9454	9454	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326944	SRX972783	9455	2015-03-30	6121	3931	2016-05-06	SRR1946100	SRS887327	9455	9455	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326945	SRX972784	9470	2015-03-30	6472	4305	2016-05-06	SRR1946101	SRS887330	9470	9470	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326946	SRX972785	9471	2015-03-30	5242	3147	2016-05-06	SRR1946102	SRS887326	9471	9471	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326947	SRX972786	9476	2015-03-30	3279	1868	2016-05-06	SRR1946103	SRS887324	9476	9476	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326948	SRX972787	9481	2015-03-31	3891	2431	2016-05-06	SRR1946104	SRS887325	9481	9481	Sweden	root	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326949	SRX972788	9503	2015-03-30	3882	2526	2016-05-06	SRR1946105	SRS887320	9503	9503	United Kingdom	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326950	SRX972789	9506	2015-03-30	4765	3421	2016-05-06	SRR1946106	SRS887323	9506	9506	Portugal	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326951	SRX972790	9507	2015-03-30	3029	2142	2016-05-06	SRR1946107	SRS887322	9507	9507	Portugal	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326952	SRX972791	9508	2015-03-30	3532	2524	2016-05-06	SRR1946108	SRS887321	9508	9508	Portugal	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326953	SRX972792	9509	2015-03-30	2903	2090	2016-05-06	SRR1946109	SRS887319	9509	9509	Portugal	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326954	SRX972793	9510	2015-03-30	3405	2442	2016-05-06	SRR1946110	SRS887317	9510	9510	Portugal	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326955	SRX972794	9511	2015-03-30	4003	2933	2016-05-06	SRR1946111	SRS887318	9511	9511	Portugal	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326956	SRX972795	9512	2015-03-30	4160	3047	2016-05-06	SRR1946112	SRS887316	9512	9512	Portugal	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326957	SRX972796	9513	2015-03-30	3543	2543	2016-05-06	SRR1946113	SRS887315	9513	9513	Spain	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326958	SRX972797	9514	2015-03-30	3889	2797	2016-05-06	SRR1946114	SRS887314	9514	9514	Spain	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326959	SRX972798	9515	2015-03-30	2891	2077	2016-05-06	SRR1946115	SRS887313	9515	9515	Spain	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326960	SRX972799	9517	2015-03-30	2393	1723	2016-05-06	SRR1946116	SRS887312	9517	9517	Spain	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326961	SRX972800	9518	2015-03-30	3405	2450	2016-05-06	SRR1946117	SRS887310	9518	9518	Spain	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326962	SRX972801	9519	2015-03-30	3203	2302	2016-05-06	SRR1946118	SRS887311	9519	9519	Spain	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326963	SRX972802	9520	2015-03-30	3964	2853	2016-05-06	SRR1946119	SRS887309	9520	9520	Spain	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326964	SRX972803	9521	2015-03-30	3407	2443	2016-05-06	SRR1946120	SRS887307	9521	9521	Spain	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326965	SRX972804	9522	2015-03-30	3201	2303	2016-05-06	SRR1946121	SRS887305	9522	9522	Spain	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326966	SRX972805	9523	2015-03-30	3702	2661	2016-05-06	SRR1946122	SRS887306	9523	9523	Spain	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326967	SRX972806	9524	2015-03-30	3353	2364	2016-05-06	SRR1946123	SRS887308	9524	9524	Spain	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326968	SRX972807	9525	2015-03-30	2834	1995	2016-05-06	SRR1946124	SRS887304	9525	9525	Spain	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326969	SRX972808	9526	2015-03-30	3654	2585	2016-05-06	SRR1946125	SRS887303	9526	9526	Spain	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326970	SRX972809	9527	2015-03-30	3807	2686	2016-05-06	SRR1946126	SRS887301	9527	9527	Spain	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
SAMN03326971	SRX972810	9528	2015-03-30	2258	1594	2016-05-06	SRR1946127	SRS887300	9528	9528	Spain	leaf	WGS	<not provided>	PRJNA273563	Plant	MPI-DB	public	0	PAIRED	RANDOM	GENOMIC	Arabidopsis thaliana	ILLUMINA	SRP056687	not applicable	not applicable	<not provided>	<not provided>	<not provided>
